0;0;0;88;74
0;0;0;88;74
0;2;0;88;15
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;3;88;1
0;0;5;88;2
0;0;6;88;2
1;2;0;88;15
1;0;0;88;74
1;1;0;88;75
1;1;1;88;2
1;0;1;88;27
1;0;2;88;1
1;0;7;88;1
2;0;0;88;74
2;2;0;88;15
2;1;0;88;75
2;1;1;88;1
2;0;1;88;34
3;1;0;88;75
3;2;0;88;15
3;0;0;88;74
3;1;1;88;3
3;0;1;88;25
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;3;88;1
0;0;5;88;2
0;0;6;88;2
1;2;0;88;15
1;0;0;88;74
1;1;0;88;75
1;1;1;88;2
1;0;1;88;27
1;0;2;88;1
1;0;7;88;1
2;0;0;88;74
2;2;0;88;15
2;1;0;88;75
2;1;1;88;1
2;0;1;88;34
3;1;0;88;75
3;2;0;88;15
3;0;0;88;74
3;1;1;88;3
3;0;1;88;25
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;3;88;1
0;0;5;88;2
0;0;6;88;2
1;2;0;88;15
1;0;0;88;74
1;1;0;88;75
1;1;1;88;2
1;0;1;88;27
1;0;2;88;1
1;0;7;88;1
2;0;0;88;74
2;2;0;88;15
2;1;0;88;75
2;1;1;88;1
2;0;1;88;34
3;1;0;88;75
3;2;0;88;15
3;0;0;88;74
3;1;1;88;3
3;0;1;88;25
3;0;3;88;2
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;3;88;1
0;0;5;88;2
0;0;6;88;2
1;2;0;88;15
1;0;0;88;74
1;1;0;88;75
1;1;1;88;2
1;0;1;88;27
1;0;2;88;1
1;0;7;88;1
2;0;0;88;74
2;2;0;88;15
2;1;0;88;75
2;1;1;88;1
2;0;1;88;34
3;1;0;88;75
3;2;0;88;15
3;0;0;88;74
3;1;1;88;3
3;0;1;88;25
3;0;3;88;2
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;3;88;1
0;0;5;88;2
0;0;6;88;2
1;2;0;88;15
1;0;0;88;74
1;1;0;88;75
1;1;1;88;2
1;0;1;88;27
1;0;2;88;1
1;0;7;88;1
2;0;0;88;74
2;2;0;88;15
2;1;0;88;75
2;1;1;88;1
2;0;1;88;34
3;1;0;88;75
3;2;0;88;15
3;0;0;88;74
3;1;1;88;3
3;0;1;88;25
3;0;3;88;2
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;3;88;1
0;0;5;88;2
0;0;6;88;2
1;2;0;88;15
1;0;0;88;74
1;1;0;88;75
1;1;1;88;2
1;0;1;88;27
1;0;2;88;1
1;0;7;88;1
2;0;0;88;74
2;2;0;88;15
2;1;0;88;75
2;1;1;88;1
2;0;1;88;34
3;1;0;88;75
3;2;0;88;15
3;0;0;88;74
3;1;1;88;3
3;0;1;88;25
3;0;3;88;2
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;3;88;1
0;0;5;88;2
0;0;6;88;2
1;2;0;88;15
1;0;0;88;74
1;1;0;88;75
1;1;1;88;2
1;0;1;88;27
1;0;2;88;1
1;0;7;88;1
2;0;0;88;74
2;2;0;88;15
2;1;0;88;75
2;1;1;88;1
2;0;1;88;34
3;1;0;88;75
3;2;0;88;15
3;0;0;88;74
3;1;1;88;3
3;0;1;88;25
3;0;3;88;2
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;3;88;1
0;0;5;88;2
0;0;6;88;2
1;2;0;88;15
1;0;0;88;74
1;1;0;88;75
1;1;1;88;2
1;0;1;88;27
1;0;2;88;1
1;0;7;88;1
2;0;0;88;74
2;2;0;88;15
2;1;0;88;75
2;1;1;88;1
2;0;1;88;34
3;1;0;88;75
3;2;0;88;15
3;0;0;88;74
3;1;1;88;3
3;0;1;88;25
3;0;3;88;2
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;3;88;1
0;0;5;88;2
0;0;6;88;2
1;2;0;88;15
1;0;0;88;74
1;1;0;88;75
1;1;1;88;2
1;0;1;88;27
1;0;2;88;1
1;0;7;88;1
2;0;0;88;74
2;2;0;88;15
2;1;0;88;75
2;1;1;88;1
2;0;1;88;34
3;1;0;88;75
3;2;0;88;15
3;0;0;88;74
3;1;1;88;3
3;0;1;88;25
3;0;3;88;2
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;3;88;1
0;0;5;88;2
0;0;6;88;2
1;2;0;88;15
1;0;0;88;74
1;1;0;88;75
1;1;1;88;2
1;0;1;88;27
1;0;2;88;1
1;0;7;88;1
2;0;0;88;74
2;2;0;88;15
2;1;0;88;75
2;1;1;88;1
2;0;1;88;34
3;1;0;88;75
3;2;0;88;15
3;0;0;88;74
3;1;1;88;3
3;0;1;88;25
3;0;3;88;2
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;3;88;1
0;0;5;88;2
0;0;6;88;2
1;2;0;88;15
1;0;0;88;74
1;1;0;88;75
1;1;1;88;2
1;0;1;88;27
1;0;2;88;1
1;0;7;88;1
2;0;0;88;74
2;2;0;88;15
2;1;0;88;75
2;1;1;88;1
2;0;1;88;34
3;1;0;88;75
3;2;0;88;15
3;0;0;88;74
3;1;1;88;3
3;0;1;88;25
3;0;3;88;2
3;0;9;88;1
4;2;0;88;15
4;1;0;88;75
4;0;0;88;74
4;1;1;88;1
4;0;1;88;26
4;0;7;88;1
5;2;0;88;15
5;0;0;88;74
5;1;0;88;75
5;1;1;88;4
5;0;1;88;27
5;0;2;88;1
6;0;0;88;74
6;2;0;88;15
6;1;0;88;75
6;1;1;88;5
6;0;1;88;22
6;0;2;88;2
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;3;88;1
0;0;5;88;2
0;0;6;88;2
1;2;0;88;15
1;0;0;88;74
1;1;0;88;75
1;1;1;88;2
1;0;1;88;27
1;0;2;88;1
1;0;7;88;1
2;0;0;88;74
2;2;0;88;15
2;1;0;88;75
2;1;1;88;1
2;0;1;88;34
3;1;0;88;75
3;2;0;88;15
3;0;0;88;74
3;1;1;88;3
3;0;1;88;25
3;0;3;88;2
3;0;9;88;1
4;2;0;88;15
4;1;0;88;75
4;0;0;88;74
4;1;1;88;1
4;0;1;88;26
4;0;7;88;1
5;2;0;88;15
5;0;0;88;74
5;1;0;88;75
5;1;1;88;4
5;0;1;88;27
5;0;2;88;1
6;0;0;88;74
6;2;0;88;15
6;1;0;88;75
6;1;1;88;5
6;0;1;88;22
6;0;2;88;2
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;3;88;1
0;0;5;88;2
0;0;6;88;2
1;2;0;88;15
1;0;0;88;74
1;1;0;88;75
1;1;1;88;2
1;0;1;88;27
1;0;2;88;1
1;0;7;88;1
2;0;0;88;74
2;2;0;88;15
2;1;0;88;75
2;1;1;88;1
2;0;1;88;34
3;1;0;88;75
3;2;0;88;15
3;0;0;88;74
3;1;1;88;3
3;0;1;88;25
3;0;3;88;2
3;0;9;88;1
4;2;0;88;15
4;1;0;88;75
4;0;0;88;74
4;1;1;88;1
4;0;1;88;26
4;0;7;88;1
5;2;0;88;15
5;0;0;88;74
5;1;0;88;75
5;1;1;88;4
5;0;1;88;27
5;0;2;88;1
6;0;0;88;74
6;2;0;88;15
6;1;0;88;75
6;1;1;88;5
6;0;1;88;22
6;0;2;88;2
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;3;88;1
0;0;5;88;2
0;0;6;88;2
1;2;0;88;15
1;0;0;88;74
1;1;0;88;75
1;1;1;88;2
1;0;1;88;27
1;0;2;88;1
1;0;7;88;1
2;0;0;88;74
2;2;0;88;15
2;1;0;88;75
2;1;1;88;1
2;0;1;88;34
3;1;0;88;75
3;2;0;88;15
3;0;0;88;74
3;1;1;88;3
3;0;1;88;25
3;0;3;88;2
3;0;9;88;1
4;2;0;88;15
4;1;0;88;75
4;0;0;88;74
4;1;1;88;1
4;0;1;88;26
4;0;7;88;1
5;2;0;88;15
5;0;0;88;74
5;1;0;88;75
5;1;1;88;4
5;0;1;88;27
5;0;2;88;1
6;0;0;88;74
6;2;0;88;15
6;1;0;88;75
6;1;1;88;5
6;0;1;88;22
6;0;2;88;2
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;3;88;1
0;0;5;88;2
0;0;6;88;2
1;2;0;88;15
1;0;0;88;74
1;1;0;88;75
1;1;1;88;2
1;0;1;88;27
1;0;2;88;1
1;0;7;88;1
2;0;0;88;74
2;2;0;88;15
2;1;0;88;75
2;1;1;88;1
2;0;1;88;34
3;1;0;88;75
3;2;0;88;15
3;0;0;88;74
3;1;1;88;3
3;0;1;88;25
3;0;3;88;2
3;0;9;88;1
4;2;0;88;15
4;1;0;88;75
4;0;0;88;74
4;1;1;88;1
4;0;1;88;26
4;0;7;88;1
5;2;0;88;15
5;0;0;88;74
5;1;0;88;75
5;1;1;88;4
5;0;1;88;27
5;0;2;88;1
6;0;0;88;74
6;2;0;88;15
6;1;0;88;75
6;1;1;88;5
6;0;1;88;22
6;0;2;88;2
6;0;7;88;1
0;0;0;88;74
0;2;0;88;15
0;1;0;88;75
0;1;1;88;3
0;0;1;88;29
0;0;3;88;1
0;0;5;88;2
0;0;6;88;2
1;2;0;88;15
1;0;0;88;74
1;1;0;88;75
1;1;1;88;2
1;0;1;88;27
1;0;2;88;1
1;0;7;88;1
2;0;0;88;74
2;2;0;88;15
2;1;0;88;75
2;1;1;88;1
2;0;1;88;34
3;1;0;88;75
3;2;0;88;15
3;0;0;88;74
3;1;1;88;3
3;0;1;88;25
3;0;3;88;2
3;0;9;88;1
4;2;0;88;15
4;1;0;88;75
4;0;0;88;74
4;1;1;88;1
4;0;1;88;26
4;0;7;88;1
