;xRxR-0;xRxR-1;xRxR-2;xRxR-3;xRxR-4;xRxR-5;xRxR-6;xRxR-7;xRxR-8;xRxR-9;xRxR-10;xRyR-0;xRyR-1;xRyR-2;xRyR-3;xRyR-4;xRyR-5;xRyR-6;xRyR-7;xRyR-8
Zone1;8698;2390;954;438;214;110;61;36;22;14;9;8680;2115;735;292;130;61;30;15;8
